hyper	hypo	sim
query_expansion	software_architecture_design	-0.9999999999971148
software_engineering	requirements_engineering	0.46374571941843756
information_retrieval	image_retrieval	-0.21488922664584087
apriori	bug_reports	0.04085208297413889
automated_reasoning	statistical_machine_translation	-0.2618595071417662
bm25	retrieval_effectiveness	-0.5849625007188695
wordnet	lexical_resources	1.4426237981979284e-12
pushdown_systems	automata_theory	-0.5849625007188695
language_model	requirements_elicitation	0.3333333333339745
face_recognition	object_detection	-0.24999999999819655
frequent_closed_itemsets	entity_extraction	0.3690702464291169
opinion_mining	pushdown_systems	1.4426237981979284e-12
hierarchical_clustering	usability_testing	0.5525840819740298
natural_language_processing	information_extraction	0.5693234419268747
data_mining	sparse_approximation	0.32687193545208626
web_personalization	peer-to-peer_networks	-0.10515495892757021
part-of-speech_tagging	explicit_feedback	-693147180558.9453
natural_language_processing	machine_translation	0.31739380551443896
relevance_feedback	pseudo_relevance_feedback	-0.5849625007188695
medical_image_segmentation	ad_hoc_wireless_networks	7.214229214014267e-13
decision_tables	frequent_closed_itemsets	-0.5849625007188695
explicit_feedback	requirements_elicitation	1.4426237981979284e-12
vector_space_model	requirements_engineering	0.3690702464291169
parallel_corpora	spectral_clustering	-0.5849625007188695
image_enhancement	computer_vision	1.4426237981979284e-12
theoretical_computer_science	automata_theory	9.102718578901658e-13
approximation_theory	polynomial_time_approximation_scheme	-0.9999999999971148
translation_quality	automata_theory	9.102718578901658e-13
text_mining	object-oriented_design	1.0
pseudo_relevance_feedback	graph_theory	0.3690702464291169
statistical_machine_translation	multi-hop_wireless_networks	-0.08048202372106128
text_mining	text_classification	0.3690702464291169
k-means_clustering	lexical_resources	0.5557164027441945
parallel_text	first-order_logic	1.0
opinion_mining	language_model	-0.49999999999783595
image_enhancement	network_protocols	-0.5849625007188695
language_model	part-of-speech_tagging	1.0
information_extraction	statistical_machine_translation	-0.9999999999971148
retrieval_effectiveness	computational_learning_theory	9.102718578901658e-13
web_mining	polynomial_time_approximation_scheme	-0.2618595071417662
video_processing	web_personalization	9.102718578901658e-13
rule_induction	opinion_mining	1.4426237981979284e-12
opinion_mining	text_mining	-0.5849625007188695
theoretical_computer_science	uml_2.0	1.0
k-means_clustering	part-of-speech_tagging	1.0
decision_tables	automated_reasoning	-0.5849625007188695
statistical_machine_translation	object-oriented_design	1.0
relevance_feedback	wordnet	1.4426237981979284e-12
syntactic_parsing	finite_automata	9.102718578901658e-13
automata_theory	first-order_logic	1.0
machine_translation	translation_quality	9.102718578901658e-13
spatial_data_mining	web_personalization	0.16827770162017153
spatial_data_mining	graph_theory	0.4752416552433286
decision_rules	heterogeneous_wireless_network	-0.9999999999971148
wireless_networks	ad_hoc_wireless_networks	-0.3141225309636744
patent_retrieval	computer_vision	0.3690702464291169
heterogeneous_wireless_network	wireless_networks	0.23903595255686771
uml_2.0	sentiment_analysis	-693147180558.9453
parallel_corpora	web_personalization	-0.5849625007188695
peer-to-peer_networks	pushdown_systems	0.4291029068153389
image_enhancement	frequent_item_sets	-0.7924812503579919
mean_average_precision	lexical_resources	0.3690702464291169
ad_hoc_wireless_networks	image_enhancement	0.5000000000003607
relation_extraction	pseudo_relevance_feedback	-0.5849625007188695
variational_approximation	hierarchical_clustering	-0.7712406251777335
sentiment_analysis	automated_reasoning	-0.5849625007188695
automated_theorem_proving	higher-order_logic	1.0
heterogeneous_wireless_network	part-of-speech_tagging	1.0
mean_average_precision	computer_science	0.3690702464291169
natural_language_processing	dialogue_systems	0.31739380551443896
syntactic_parsing	variational_approximation	0.3690702464291169
web_mining	data_mining	-0.21145576857214565
statistical_machine_translation	statistical_language_models	0.20751874963999373
association_rule_mining	image_enhancement	0.5000000000003607
vector_space_model	retrieval_models	9.102718578901658e-13
software_architecture_design	software_design	0.5408520829730865
network_protocols	software_design	0.4206198357148323
fuzzy_clustering	sparse_approximation	0.3408949786486348
language_model	statistical_language_models	-0.05664166714642116
automata_theory	wireless_networks	0.03977028214011269
information_retrieval	web_search	0.06302807331686389
data_mining	clustering	0.3749156127131452
text_classification	lexical_resources	1.4426237981979284e-12
image_segmentation	computer_vision	1.4426237981979284e-12
relation_extraction	requirements_traceability	-0.49999999999783595
finite_automata	retrieval_models	9.102718578901658e-13
usability_testing	spectral_clustering	-0.9999999999963591
automatic_programming	software_engineering	-1292571837015.7559
routing_algorithm	gesture_recognition	0.3690702464291169
vector_space_model	collaborative_filtering	0.3690702464291169
learning_to_rank	information_retrieval	-0.03866219196337628
polynomial_time_approximation_scheme	retrieval_effectiveness	0.20751874963999373
association_rule_mining	data_mining	0.0399440177652296
information_retrieval	question_answering	0.03722306661810826
system_testing	software_engineering	-1292571837015.7559
medical_image_segmentation	opinion_mining	0.5000000000003607
web_usage_mining	textual_entailment	0.3690702464291169
average_precision	finite_automata	-0.05664166714642116
finite_automata	wireless_networks	0.03977028214011269
linear_programming_relaxation	computational_learning_theory	0.0960867141366708
patent_retrieval	object-oriented_design	1.0
machine_translation	parallel_text	0.3690702464291169
information_retrieval	retrieval_models	0.03722306661810826
natural_language_processing	retrieval_models	0.31739380551443896
theoretical_computer_science	computer_vision	0.3690702464291169
opinion_mining	peer-to-peer_networks	-0.7516291673852957
web_search	patent_retrieval	-0.02754085364030523
lexical_resources	natural_language_processing	-1.3219280948840129
automata_theory	language_model	0.05360536964367535
retrieval_models	bm25	0.3690702464291169
decision_trees	uml_class_diagrams	-0.05664166714642116
approximation_theory	graph_theory	1.4426237981979284e-12
decision_tables	pushdown_systems	1.4426237981979284e-12
text_classification	wordnet	1.4426237981979284e-12
fuzzy_clustering	requirements_traceability	0.23507011668352573
natural_language_processing	retrieval_effectiveness	0.31739380551443896
explicit_feedback	finite_automata	-0.5849625007188695
lexical_resources	clustering	-0.2002320108326383
sparse_approximation	decision_tables	0.2262943855317805
turing_machines	mean_average_precision	-0.7259824578760075
query_processing	information_retrieval	-0.09749375011913708
text_mining	language_model	0.05360536964367535
data_mining	data_warehouse	0.17454683370160096
formal_logic	first-order_logic	1.0
linear_programming_relaxation	video_processing	0.0960867141366708
approximation_theory	sparse_approximation	-0.29248125035871353
query_expansion	patent_retrieval	-0.5849625007188695
decision_tables	music_recommendation	-0.9999999999971148
automated_reasoning	medical_image_segmentation	-0.2618595071417662
system_testing	usability_testing	-549306144333.0548
machine_translation	linear_programming_relaxation	-0.10630080964366506
retrieval_effectiveness	average_precision	0.05360536964367535
hierarchical_clustering	clustering	0.3223777764744842
peer-to-peer_networks	turing_machines	0.475747577654708
pushdown_systems	computer_science	1.4426237981979284e-12
wireless_networks	wordnet	0.3429387345181628
text_mining	natural_language_processing	-0.4649735207165939
decision_rules	hierarchical_clustering	-0.7712406251777335
automated_reasoning	spectral_clustering	9.102718578901658e-13
query_reformulation	object_detection	-0.24999999999819655
dependency_parsing	natural_language_processing	-0.4649735207165939
retrieval_models	stochastic_approximation	0.3690702464291169
web_usage_mining	learning_to_rank	9.102718578901658e-13
hierarchical_clustering	requirements_traceability	0.15313595528778146
information_retrieval	web_mining	0.03722306661810826
automata_theory	network_protocols	9.102718578901658e-13
coreference_resolution	turing_machines	0.08170416594683527
average_precision	web_usage_mining	-0.05664166714642116
frequent_item_sets	frequent_closed_itemsets	0.11577178260523113
wireless_networks	uml_2.0	1.0
requirements_elicitation	sparse_approximation	-0.29248125035871353
textual_entailment	spectral_clustering	-0.5849625007188695
vector_space_model	requirements_traceability	0.05360536964367535
requirements_specification	requirements_engineering	1.4426237981979284e-12
routing_algorithm	computer_networks	0.3690702464291169
data_warehouse	frequent_closed_itemsets	9.102718578901658e-13
turing_machines	test_case_generation	-0.08897368681636797
decision_tables	linear_programming_relaxation	-0.7534452978017296
machine_translation	object_detection	0.21133780803639612
information_extraction	relation_extraction	1.4426237981979284e-12
personalized_recommendation	parallel_corpora	0.3690702464291169
tag_recommendation	spatial_data_mining	-0.20232438392754926
bm25	patent_retrieval	-0.5849625007188695
rule_induction	data_mining	-0.9201119644681561
cellular_automata	bilingual_dictionary	0.3562695761398639
relevance_feedback	text_clustering	-0.5849625007188695
opinion_mining	decision_tables	1.4426237981979284e-12
relevance_feedback	explicit_feedback	1.4426237981979284e-12
natural_language_processing	syntactic_parsing	0.31739380551443896
image_retrieval	k-means_clustering	-0.12540729184614374
system_testing	statistical_language_models	-1098612288667.1096
automata_theory	pushdown_systems	0.3690702464291169
dependency_parsing	data_warehouse	9.102718578901658e-13
text_clustering	music_recommendation	-0.2618595071417662
routing_algorithm	machine_translation	9.102718578901658e-13
video_processing	computer_vision	0.3690702464291169
heterogeneous_wireless_network	vector_space_model	0.20751874963999373
requirements_management	statistical_machine_translation	-0.9999999999971148
part-of-speech_tagging	natural_language_processing	-1609437912433.1006
clustering	mean_average_precision	-0.3205467663018142
unified_modeling_language	uml_2.0	1.0
frequent_closed_itemsets	sentiment_analysis	0.3690702464291169
cellular_automata	automata_theory	-0.02028858239165099
computer_networks	peer-to-peer_networks	-0.7516291673852957
query_processing	gesture_recognition	0.3333333333339745
automata_theory	automatic_programming	1.0
information_extraction	entity_extraction	1.4426237981979284e-12
decision_rules	rule_induction	1.4426237981979284e-12
requirements_specification	requirements_traceability	-0.49999999999783595
music_recommendation	web_mining	0.20751874963999373
automatic_programming	network_protocols	-1098612288667.1096
information_retrieval	fuzzy_clustering	-0.1911770475395762
uml_class_diagrams	average_precision	0.05360536964367535
syntactic_parsing	clustering	0.2427379131763855
relevance_feedback	implicit_feedback	1.4426237981979284e-12
variational_approximation	parallel_corpora	1.4426237981979284e-12
relevance_feedback	information_retrieval	-0.646240625177914
bm25	heterogeneous_wireless_network	-0.9999999999971148
automated_reasoning	retrieval_effectiveness	9.102718578901658e-13
sparse_approximation	collaborative_filtering	0.2262943855317805
implicit_feedback	relevance_feedback	1.4426237981979284e-12
frequent_item_sets	syntactic_parsing	0.11577178260523113
linear_programming_relaxation	decision_tables	0.42969421330028323
gesture_recognition	association_rule_mining	-0.9999999999971148
automata_theory	turing_machines	0.4206198357148323
natural_language_processing	part-of-speech_tagging	1.0
routing_algorithm	mean_average_precision	9.102718578901658e-13
stochastic_approximation	software_engineering	-0.864786979254121
multi-hop_wireless_networks	image_enhancement	0.5372435736807907
finite_automata	video_processing	9.102718578901658e-13
syntactic_parsing	theoretical_computer_science	9.102718578901658e-13
decision_trees	multi-hop_wireless_networks	-0.44064269829440206
decision_tables	apriori	1.4426237981979284e-12
object_detection	learning_to_rank	-0.2679700005754615
average_precision	retrieval_effectiveness	-0.05664166714642116
textual_entailment	natural_language_processing	-1.3219280948840129
learning_to_rank	theoretical_computer_science	9.102718578901658e-13
polynomial_time_approximation_scheme	stochastic_approximation	0.5000000000003607
text_mining	data_mining	-0.21145576857214565
software_architecture_design	computer_networks	0.5000000000003607
data_mining	rule_induction	0.4791970372025718
requirements_traceability	decision_rules	0.3333333333339745
mean_average_precision	bilingual_dictionary	0.3690702464291169
computer_vision	entity_extraction	1.4426237981979284e-12
dialogue_systems	text_classification	0.3690702464291169
software_design	statistical_language_models	-0.7259824578760075
computational_learning_theory	theoretical_computer_science	9.102718578901658e-13
web_search	text_clustering	-0.02754085364030523
automatic_programming	computational_learning_theory	-1098612288667.1096
query_expansion	medical_image_segmentation	-0.9999999999971148
frequent_closed_itemsets	wordnet	0.3690702464291169
retrieval_models	pushdown_systems	0.3690702464291169
pushdown_systems	web_page_classification	-0.5849625007188695
link_analysis	data_mining	-0.9201119644681561
computer_networks	wireless_networks	-0.5219280948851668
fuzzy_clustering	apriori	0.49004674445568386
wordnet	computer_science	1.4426237981979284e-12
text_mining	information_retrieval	-0.03866219196337628
clustering	lexical_resources	0.1668277541576113
personalized_recommendation	rule_induction	0.3690702464291169
web_mining	personalized_recommendation	9.102718578901658e-13
medical_image_segmentation	object-oriented_design	1.0
stochastic_approximation	wordnet	1.4426237981979284e-12
relation_extraction	requirements_management	1.4426237981979284e-12
retrieval_models	usability_testing	0.5000000000004552
computer_networks	computer_science	1.4426237981979284e-12
approximation_theory	lexical_resources	1.4426237981979284e-12
part-of-speech_tagging	dependency_parsing	-1098612288667.1096
web_mining	first-order_logic	1.0
automated_reasoning	theoretical_computer_science	9.102718578901658e-13
web_search	network_protocols	-0.02754085364030523
dependency_parsing	heterogeneous_wireless_network	-0.2618595071417662
rule_induction	decision_trees	-0.49999999999783595
wireless_networks	heterogeneous_wireless_network	-0.3141225309636744
vector_space_model	text_clustering	9.102718578901658e-13
sentiment_analysis	turing_machines	0.08170416594683527
requirements_engineering	requirements_management	1.4426237981979284e-12
statistical_machine_translation	machine_translation	0.20751874963999373
translation_quality	machine_translation	9.102718578901658e-13
frequent_closed_itemsets	lexical_resources	0.3690702464291169
rule_induction	stochastic_approximation	1.4426237981979284e-12
decision_tables	face_recognition	1.4426237981979284e-12
usability_testing	natural_language_processing	-1.929947041430521
ad_hoc_wireless_networks	question_answering	0.20751874963999373
statistical_language_models	language_model	0.05360536964367535
decision_trees	wireless_networks	-0.014618729923932428
web_mining	web_usage_mining	9.102718578901658e-13
query_processing	opinion_mining	0.3333333333339745
data_warehouse	finite_automata	9.102718578901658e-13
web_page_classification	turing_machines	0.4206198357148323
dialogue_systems	peer-to-peer_networks	-0.10515495892757021
natural_language_processing	coreference_resolution	0.5693234419268747
image_retrieval	parallel_text	0.5000000000003607
object_detection	routing_algorithm	-0.2679700005754615
unified_modeling_language	retrieval_effectiveness	-0.05664166714642116
heterogeneous_wireless_network	hierarchical_clustering	0.11437968741049453
graph_theory	computer_networks	1.4426237981979284e-12
bug_reports	system_testing	1.0
information_extraction	natural_language_processing	-1.3219280948840129
query_processing	dialogue_systems	-0.05664166714642116
uml_2.0	part-of-speech_tagging	1.0
cellular_automata	graph_theory	0.3562695761398639
network_protocols	translation_quality	9.102718578901658e-13
theoretical_computer_science	automated_reasoning	9.102718578901658e-13
uml_class_diagrams	frequent_closed_itemsets	9.102718578901658e-13
heterogeneous_wireless_network	text_clustering	0.20751874963999373
k-means_clustering	clustering	0.4667566046849374
formal_logic	image_segmentation	1.4426237981979284e-12
requirements_specification	polynomial_time_approximation_scheme	-0.9999999999971148
object_detection	computer_vision	0.20000000000092322
text_mining	text_clustering	9.102718578901658e-13
heterogeneous_wireless_network	web_usage_mining	0.20751874963999373
requirements_engineering	query_reformulation	1.4426237981979284e-12
finite_automata	web_personalization	9.102718578901658e-13
multi-hop_wireless_networks	query_reformulation	0.5372435736807907
coreference_resolution	polynomial_time_approximation_scheme	-0.9999999999971148
patent_retrieval	information_retrieval	-0.03866219196337628
query_processing	query_expansion	0.3333333333339745
automated_reasoning	opinion_mining	0.3690702464291169
apriori	association_rule_mining	-0.9999999999971148
graph_theory	theoretical_computer_science	-0.5849625007188695
language_model	dialogue_systems	-0.05664166714642116
automatic_programming	hierarchical_clustering	-1227730445435.952
wireless_networks	bilingual_dictionary	0.3429387345181628
retrieval_models	web_usage_mining	9.102718578901658e-13
query_processing	text_clustering	-0.05664166714642116
image_segmentation	parallel_corpora	1.4426237981979284e-12
textual_entailment	image_segmentation	1.4426237981979284e-12
web_mining	web_page_classification	9.102718578901658e-13
rule_induction	link_analysis	1.4426237981979284e-12
computer_science	theoretical_computer_science	-0.5849625007188695
spectral_clustering	question_answering	9.102718578901658e-13
part-of-speech_tagging	requirements_engineering	-693147180558.9453
query_reformulation	association_rule_mining	-0.9999999999971148
requirements_specification	test_case_generation	1.4426237981979284e-12
usability_testing	pseudo_relevance_feedback	-0.9999999999963591
automata_theory	approximation_theory	0.3690702464291169
gesture_recognition	wordnet	1.4426237981979284e-12
network_protocols	approximation_theory	0.3690702464291169
unified_modeling_language	uml_class_diagrams	-0.05664166714642116
data_warehouse	retrieval_models	9.102718578901658e-13
software_design	parallel_text	-0.08897368681636797
collaborative_filtering	frequent_closed_itemsets	-0.5849625007188695
medical_image_segmentation	image_segmentation	0.5000000000003607
mean_average_precision	approximation_theory	0.3690702464291169
recommender_systems	parallel_text	1.4426237981979284e-12
query_expansion	machine_translation	-0.5849625007188695
web_mining	approximation_theory	0.3690702464291169
average_precision	entity_extraction	0.3333333333339745
natural_language_processing	rule_induction	0.5693234419268747
test_case_generation	question_answering	-0.5849625007188695
text_clustering	polynomial_time_approximation_scheme	-0.2618595071417662
data_warehouse	computer_networks	0.3690702464291169
approximation_theory	variational_approximation	1.4426237981979284e-12
information_retrieval	relevance_feedback	0.39255538667707957
query_reformulation	query_processing	-0.49999999999783595
link_analysis	unified_modeling_language	-0.49999999999783595
data_mining	wireless_networks	0.20737533901801608
ad_hoc_wireless_networks	retrieval_models	0.20751874963999373
recommender_systems	tag_recommendation	-0.5849625007188695
sentiment_analysis	parallel_text	1.4426237981979284e-12
vector_space_model	hierarchical_clustering	-0.11752841115973656
theoretical_computer_science	graph_theory	0.3690702464291169
parallel_text	parallel_corpora	1.4426237981979284e-12
personalized_recommendation	recommender_systems	0.3690702464291169
automated_reasoning	polynomial_time_approximation_scheme	-0.2618595071417662
query_processing	query_reformulation	0.3333333333339745
computer_vision	image_segmentation	1.4426237981979284e-12
recommender_systems	information_retrieval	-0.646240625177914
requirements_engineering	formal_logic	1.4426237981979284e-12
average_precision	part-of-speech_tagging	1.0
